Age,Gender,Race,Education,WorkClass,Occupation,MaritalStatus,HoursPerWeek,CapitalGain,CapitalLoss,NativeCountry,IncomeClass
61,Male,White,No HS,Government,Clerical,Widowed,31,0,0,USA,1
54,Male,Black,Associate,Private,Education,Married,60,0,0,USA,0
34,Other,White,HS Grad,Self-Employed,Education,Married,48,0,0,UK,0
19,Male,White,Associate,Private,Education,Married,37,0,3890,USA,1
56,Female,Hispanic,Some College,Self-Employed,Education,Single,36,0,767,USA,1
38,Male,White,Some College,Self-Employed,Blue Collar,Single,31,0,4802,USA,1
54,Female,Other,HS Grad,Private,Sales,Divorced,33,169,0,USA,0
20,Female,White,HS Grad,Private,Education,Single,42,1961,0,USA,0
32,Female,White,Some College,Self-Employed,Clerical,Single,60,0,1172,USA,1
40,Male,White,Associate,Private,Healthcare,Single,29,10842,0,UK,1
40,Female,White,HS Grad,Private,Healthcare,Single,48,0,0,USA,0
34,Male,White,HS Grad,Government,Education,Married,46,0,1020,China,0
47,Male,White,HS Grad,Private,Healthcare,Married,42,0,0,Germany,0
27,Female,White,Bachelor's,Private,Clerical,Widowed,45,0,0,Mexico,1
38,Female,White,Associate,Private,Healthcare,Divorced,23,0,0,Canada,1
41,Male,Hispanic,Some College,Private,Blue Collar,Single,58,0,0,USA,0
46,Female,White,Master's,Unemployed,Education,Married,0,0,0,UK,1
48,Female,White,Associate,Self-Employed,Tech,Married,45,0,191,USA,0
26,Female,White,Master's,Private,Healthcare,Single,33,0,0,USA,1
21,Female,Asian,Some College,Government,Sales,Single,27,318,0,Canada,1
55,Male,White,HS Grad,Private,Blue Collar,Married,43,1350,0,Germany,0
43,Male,Asian,Associate,Government,Management,Married,23,0,649,Other,1
31,Male,White,HS Grad,Private,Tech,Divorced,31,0,0,USA,1
58,Female,Asian,Some College,Private,Education,Married,25,0,0,China,0
41,Female,White,Some College,Private,Management,Single,57,0,0,USA,0
54,Female,White,HS Grad,Private,Clerical,Single,31,0,0,India,0
40,Male,White,No HS,Private,Blue Collar,Married,54,0,0,USA,0
64,Male,Other,Some College,Private,Healthcare,Married,41,0,2515,USA,1
61,Male,Asian,Bachelor's,Private,Clerical,Divorced,41,0,630,Canada,0
37,Male,Other,No HS,Government,Management,Single,23,1461,91,USA,1
51,Female,Hispanic,HS Grad,Private,Healthcare,Married,48,0,0,USA,1
47,Male,White,Bachelor's,Self-Employed,Clerical,Married,42,0,0,Other,1
56,Other,White,Some College,Private,Management,Married,45,0,375,USA,0
28,Female,White,Master's,Government,Clerical,Married,45,0,0,China,1
48,Female,Asian,Some College,Government,Healthcare,Married,44,0,0,India,1
52,Male,White,Bachelor's,Private,Management,Divorced,26,0,0,USA,1
18,Male,Hispanic,HS Grad,Self-Employed,Education,Married,21,0,0,UK,0
25,Male,Hispanic,No HS,Private,Education,Married,34,0,0,USA,0
18,Male,White,Bachelor's,Private,Healthcare,Single,37,2657,0,USA,1
36,Male,Black,Master's,Private,Blue Collar,Married,50,1125,0,India,1
48,Male,White,Associate,Government,Sales,Single,52,0,0,USA,1
58,Male,Hispanic,Bachelor's,Self-Employed,Sales,Single,39,0,0,USA,1
40,Female,White,No HS,Unemployed,Sales,Married,0,1641,0,USA,0
59,Male,White,Bachelor's,Self-Employed,Sales,Married,47,0,0,USA,0
23,Female,White,Some College,Private,Sales,Married,27,0,0,USA,1
19,Female,White,Some College,Private,Tech,Widowed,60,0,2783,USA,0
39,Female,White,Some College,Private,Clerical,Married,41,0,184,USA,0
44,Female,White,HS Grad,Government,Blue Collar,Married,29,0,0,Germany,0
39,Male,White,Associate,Private,Tech,Divorced,60,0,0,UK,1
18,Male,Black,HS Grad,Private,Clerical,Divorced,25,0,1162,USA,0
38,Female,White,Some College,Self-Employed,Management,Married,46,0,0,USA,1
24,Male,Other,HS Grad,Private,Blue Collar,Married,42,2868,0,USA,1
48,Female,Asian,Associate,Self-Employed,Management,Married,50,471,0,USA,0
44,Female,White,HS Grad,Private,Blue Collar,Married,33,2433,0,USA,1
28,Female,Black,HS Grad,Self-Employed,Management,Married,55,0,0,USA,1
33,Female,White,No HS,Unemployed,Blue Collar,Single,0,0,1457,USA,0
27,Male,White,HS Grad,Private,Blue Collar,Single,41,0,0,USA,1
39,Female,White,HS Grad,Private,Healthcare,Divorced,21,0,0,Mexico,0
51,Female,Hispanic,HS Grad,Private,Sales,Married,59,8849,0,USA,1
28,Female,Asian,Some College,Private,Clerical,Married,30,0,0,Other,1
46,Male,White,No HS,Private,Clerical,Married,60,4597,0,USA,0
33,Male,White,Master's,Private,Tech,Single,47,0,220,USA,1
30,Female,White,HS Grad,Private,Sales,Married,46,0,0,USA,0
38,Male,Asian,Associate,Private,Education,Married,43,0,0,USA,1
27,Female,White,Some College,Private,Tech,Divorced,30,0,0,USA,0
33,Female,Hispanic,Some College,Private,Healthcare,Married,34,0,0,USA,1
25,Female,Black,HS Grad,Private,Education,Single,34,0,1617,China,1
63,Female,Other,HS Grad,Private,Blue Collar,Married,40,0,0,USA,0
40,Male,Black,Bachelor's,Private,Tech,Married,32,0,0,India,1
31,Male,Asian,Some College,Private,Sales,Married,60,0,848,USA,1
42,Female,White,Some College,Self-Employed,Healthcare,Single,43,0,0,USA,1
38,Male,Black,Some College,Self-Employed,Sales,Married,46,0,0,USA,0
37,Female,Hispanic,Some College,Private,Sales,Married,32,0,873,USA,1
47,Male,Hispanic,Bachelor's,Private,Management,Single,46,10361,478,Other,0
49,Male,White,Associate,Government,Education,Widowed,29,7525,0,USA,1
33,Female,White,Some College,Self-Employed,Education,Divorced,29,0,197,China,1
33,Male,White,Bachelor's,Private,Tech,Single,37,2313,741,USA,1
36,Female,White,Some College,Private,Sales,Married,33,4519,0,USA,1
18,Female,White,Associate,Private,Clerical,Married,43,0,0,USA,1
21,Male,White,Bachelor's,Government,Education,Single,33,0,0,USA,1
56,Male,Black,Some College,Government,Blue Collar,Widowed,35,0,2740,USA,1
59,Male,Black,Bachelor's,Private,Sales,Married,55,0,0,USA,1
37,Female,Black,Associate,Private,Sales,Married,36,0,0,USA,1
46,Female,Hispanic,Some College,Private,Clerical,Single,24,0,31,India,1
43,Male,Other,Bachelor's,Private,Sales,Married,30,0,0,Canada,0
70,Male,Hispanic,HS Grad,Government,Clerical,Single,60,240,0,USA,1
53,Male,White,Some College,Private,Blue Collar,Married,55,0,461,India,1
38,Male,White,No HS,Private,Management,Married,28,0,0,USA,0
28,Female,White,HS Grad,Private,Tech,Married,37,0,0,India,0
20,Male,White,Some College,Private,Management,Single,33,0,0,USA,1
42,Male,White,Some College,Private,Clerical,Single,33,0,0,UK,1
30,Male,White,HS Grad,Private,Healthcare,Divorced,52,0,0,USA,0
22,Female,Hispanic,Master's,Unemployed,Sales,Widowed,0,0,0,USA,0
32,Female,Asian,Some College,Private,Education,Divorced,50,0,0,Other,1
27,Male,Black,Some College,Private,Healthcare,Married,42,0,0,USA,0
60,Male,White,Some College,Private,Blue Collar,Married,60,0,77,USA,1
50,Female,White,No HS,Private,Blue Collar,Single,44,0,0,USA,0
39,Other,White,Associate,Self-Employed,Healthcare,Single,34,9085,0,USA,0
57,Female,White,Some College,Private,Healthcare,Single,38,3583,69,USA,1
40,Female,White,Some College,Private,Education,Widowed,45,0,0,USA,1
29,Female,White,No HS,Private,Blue Collar,Single,54,0,923,USA,0
58,Female,Hispanic,HS Grad,Government,Tech,Single,45,0,0,India,0
46,Male,Black,Bachelor's,Private,Tech,Married,35,0,0,Canada,1
27,Male,White,HS Grad,Private,Management,Married,45,0,1580,USA,1
37,Female,Hispanic,HS Grad,Private,Clerical,Married,27,20496,1881,USA,1
29,Male,Black,HS Grad,Private,Management,Single,33,0,0,China,0
23,Male,Hispanic,Bachelor's,Government,Education,Divorced,53,0,0,USA,1
51,Male,White,Associate,Private,Clerical,Single,31,0,1405,USA,1
62,Male,White,Bachelor's,Government,Tech,Single,39,0,0,USA,1
23,Male,White,Master's,Unemployed,Healthcare,Married,0,0,0,USA,1
46,Male,White,Master's,Private,Healthcare,Married,39,0,25,USA,1
32,Female,Hispanic,Some College,Private,Tech,Married,30,0,0,USA,1
34,Female,White,Some College,Self-Employed,Tech,Single,35,0,0,India,1
32,Female,Black,Bachelor's,Private,Tech,Married,28,0,0,USA,1
29,Male,Other,Some College,Private,Sales,Single,52,0,472,USA,0
40,Female,White,No HS,Private,Healthcare,Married,52,0,0,USA,0
30,Female,Hispanic,Some College,Private,Education,Widowed,47,375,0,India,0
43,Female,Black,Associate,Private,Sales,Single,47,0,0,USA,1
39,Male,White,HS Grad,Private,Clerical,Single,25,10316,0,USA,1
37,Male,White,Bachelor's,Private,Management,Single,47,0,0,USA,0
29,Female,White,Bachelor's,Private,Sales,Married,44,0,0,USA,1
33,Male,Other,HS Grad,Private,Education,Married,49,0,0,USA,0
49,Other,White,No HS,Private,Blue Collar,Single,40,0,0,China,1
46,Female,Black,HS Grad,Government,Education,Married,43,0,0,USA,1
28,Female,Asian,Some College,Private,Management,Married,38,0,0,USA,1
41,Male,Asian,Some College,Private,Management,Married,54,0,0,China,0
49,Female,White,Some College,Private,Sales,Married,52,0,133,Mexico,1
19,Female,Asian,Bachelor's,Private,Healthcare,Married,60,0,0,USA,1
46,Male,Asian,HS Grad,Private,Clerical,Married,36,0,0,USA,1
32,Male,Black,Associate,Private,Sales,Single,30,0,0,USA,0
46,Female,Black,Some College,Unemployed,Management,Single,0,0,0,UK,0
30,Female,White,Associate,Private,Blue Collar,Married,32,7394,0,India,1
18,Male,White,Some College,Private,Blue Collar,Widowed,47,0,0,India,1
20,Female,Other,Some College,Private,Healthcare,Married,60,0,0,USA,1
40,Male,White,No HS,Private,Blue Collar,Single,38,0,0,USA,1
43,Male,Other,HS Grad,Private,Healthcare,Married,21,0,0,USA,1
29,Male,Hispanic,Some College,Government,Management,Single,49,0,0,USA,1
47,Male,Black,Some College,Self-Employed,Blue Collar,Divorced,38,0,0,USA,0
20,Male,Black,No HS,Private,Blue Collar,Single,39,0,0,Canada,0
39,Male,White,Bachelor's,Private,Tech,Single,45,0,0,USA,1
25,Other,Asian,Master's,Self-Employed,Tech,Married,36,0,0,USA,1
32,Female,White,Some College,Private,Blue Collar,Single,59,0,0,USA,1
40,Male,Black,No HS,Private,Education,Single,35,4294,0,Canada,1
29,Male,Other,Associate,Private,Sales,Married,57,0,0,UK,1
35,Female,Hispanic,HS Grad,Private,Sales,Married,36,2374,0,USA,0
52,Female,White,Associate,Private,Tech,Single,56,0,0,USA,0
33,Female,Hispanic,Some College,Private,Clerical,Married,36,0,109,USA,0
50,Female,Black,No HS,Private,Clerical,Married,34,0,0,USA,1
26,Male,Asian,HS Grad,Government,Blue Collar,Married,34,0,0,China,0
46,Male,Black,Some College,Private,Healthcare,Married,40,662,141,USA,0
57,Male,Black,Associate,Private,Sales,Divorced,31,0,0,USA,1
18,Female,White,HS Grad,Unemployed,Healthcare,Divorced,0,0,0,USA,0
30,Other,Black,HS Grad,Private,Blue Collar,Single,44,1502,0,USA,0
46,Female,White,No HS,Private,Blue Collar,Single,10,21542,0,USA,1
37,Female,Black,Associate,Government,Sales,Single,36,0,0,Canada,1
44,Male,Black,Some College,Private,Clerical,Single,28,0,0,USA,1
32,Male,Asian,Master's,Private,Sales,Married,37,0,687,USA,1
41,Female,White,Associate,Private,Management,Single,44,0,0,USA,1
38,Female,White,Bachelor's,Private,Sales,Single,39,0,0,USA,0
54,Female,Black,HS Grad,Private,Education,Widowed,37,3172,0,China,1
43,Male,White,HS Grad,Private,Management,Married,37,0,0,USA,0
44,Male,Hispanic,Some College,Private,Sales,Married,42,0,0,USA,1
35,Male,White,No HS,Government,Healthcare,Single,33,1063,0,USA,1
34,Female,Black,Bachelor's,Private,Healthcare,Married,10,0,0,USA,1
34,Male,White,Bachelor's,Government,Healthcare,Married,22,0,0,USA,1
44,Male,Hispanic,No HS,Private,Tech,Married,35,0,0,USA,0
34,Female,White,Bachelor's,Private,Clerical,Single,34,0,0,USA,1
43,Male,White,No HS,Private,Tech,Divorced,43,529,0,USA,0
64,Female,White,HS Grad,Private,Education,Married,38,0,0,USA,0
50,Male,White,No HS,Private,Healthcare,Divorced,58,0,760,USA,1
36,Male,White,Some College,Private,Blue Collar,Single,32,5096,1002,USA,1
54,Female,Black,Bachelor's,Private,Education,Married,33,0,0,China,1
35,Male,Hispanic,HS Grad,Private,Clerical,Single,25,0,0,USA,1
18,Female,Asian,Bachelor's,Government,Sales,Married,30,0,0,Other,1
27,Male,White,HS Grad,Private,Education,Single,42,1433,0,UK,0
18,Male,Black,PhD,Private,Sales,Married,39,0,2776,USA,1
35,Female,Other,Bachelor's,Private,Tech,Married,52,0,0,India,1
40,Female,White,Associate,Private,Healthcare,Divorced,46,2336,0,India,1
60,Male,White,Some College,Private,Management,Married,46,0,447,India,0
43,Male,Black,HS Grad,Private,Education,Single,40,5194,929,USA,0
37,Female,White,HS Grad,Government,Management,Married,32,0,33,Canada,1
49,Male,White,Some College,Private,Clerical,Single,34,0,0,USA,0
18,Female,Hispanic,Some College,Self-Employed,Healthcare,Single,46,0,0,USA,0
42,Male,Black,Associate,Private,Blue Collar,Divorced,35,0,0,USA,1
49,Female,White,HS Grad,Private,Education,Divorced,27,0,0,USA,1
22,Male,White,Some College,Private,Management,Married,45,0,0,USA,1
53,Female,White,Associate,Private,Clerical,Married,26,0,0,USA,0
44,Female,White,HS Grad,Private,Blue Collar,Married,40,0,0,USA,0
35,Male,White,Bachelor's,Private,Clerical,Married,51,0,0,USA,1
47,Female,White,Some College,Private,Education,Married,53,0,0,India,1
67,Male,Asian,HS Grad,Private,Education,Divorced,27,0,0,USA,1
42,Female,Asian,HS Grad,Private,Sales,Divorced,37,0,0,Germany,1
42,Male,Asian,HS Grad,Private,Healthcare,Married,27,0,0,USA,0
34,Female,White,HS Grad,Self-Employed,Healthcare,Single,32,0,0,USA,0
29,Male,White,Some College,Self-Employed,Healthcare,Married,45,0,0,USA,0
49,Male,White,Master's,Private,Blue Collar,Married,25,0,0,USA,1
29,Male,White,Bachelor's,Private,Clerical,Married,57,0,0,USA,1
40,Female,White,Some College,Private,Clerical,Single,33,0,0,USA,1
34,Female,Hispanic,Bachelor's,Unemployed,Sales,Divorced,0,0,0,USA,0
45,Female,White,Master's,Government,Education,Single,38,0,0,USA,1
44,Female,White,HS Grad,Private,Tech,Married,35,0,0,USA,1
52,Other,White,Master's,Private,Blue Collar,Married,40,0,0,UK,1
33,Male,Black,PhD,Unemployed,Sales,Single,0,0,0,USA,1
36,Female,White,Bachelor's,Private,Healthcare,Married,35,1253,0,USA,1
28,Female,Hispanic,Some College,Private,Management,Single,51,0,516,USA,1
34,Female,Black,Associate,Private,Tech,Married,44,0,0,USA,1
44,Male,White,Some College,Private,Sales,Single,31,0,0,USA,0
49,Male,White,PhD,Private,Sales,Divorced,43,0,0,USA,1
28,Male,Black,No HS,Private,Healthcare,Single,44,0,0,USA,0
50,Female,White,Bachelor's,Private,Healthcare,Married,33,0,0,UK,1
56,Male,Other,No HS,Government,Blue Collar,Single,60,0,123,Mexico,1
44,Male,White,No HS,Government,Clerical,Single,31,0,0,USA,0
62,Female,Other,Master's,Private,Healthcare,Single,49,0,0,Germany,1
30,Female,Asian,Bachelor's,Self-Employed,Sales,Single,38,0,694,USA,1
25,Male,White,Some College,Private,Sales,Married,32,0,0,UK,1
18,Male,Black,Master's,Private,Management,Married,42,0,380,USA,1
57,Female,White,Bachelor's,Private,Tech,Married,42,0,0,USA,1
47,Female,White,Master's,Government,Blue Collar,Single,52,0,848,USA,1
39,Female,White,Some College,Self-Employed,Clerical,Married,45,0,0,Other,1
43,Male,White,Master's,Private,Education,Single,45,8912,0,India,1
26,Female,White,Bachelor's,Private,Education,Single,40,0,0,USA,1
69,Female,White,Master's,Private,Education,Married,39,0,0,USA,1
41,Male,White,HS Grad,Private,Management,Divorced,32,4905,0,China,1
41,Male,Asian,Some College,Private,Blue Collar,Single,42,0,0,USA,0
48,Female,Black,Bachelor's,Private,Clerical,Married,26,0,0,USA,1
45,Female,White,Some College,Private,Tech,Married,34,0,0,USA,0
42,Female,White,Bachelor's,Self-Employed,Tech,Single,40,0,0,India,0
30,Female,White,Master's,Private,Healthcare,Married,40,0,831,USA,1
45,Male,Black,Bachelor's,Private,Sales,Married,43,3566,0,USA,1
62,Female,Asian,Some College,Private,Clerical,Single,43,0,0,USA,1
56,Male,White,HS Grad,Private,Blue Collar,Married,45,2555,0,China,1
59,Female,White,HS Grad,Private,Tech,Single,25,0,0,USA,1
33,Male,White,Associate,Private,Education,Single,24,0,0,USA,1
28,Other,Asian,No HS,Private,Education,Single,43,299,0,USA,0
38,Female,White,HS Grad,Private,Management,Single,46,0,0,USA,0
40,Male,White,Some College,Private,Sales,Married,43,0,0,USA,1
53,Male,Hispanic,Bachelor's,Private,Tech,Married,22,0,0,India,1
19,Female,Black,No HS,Private,Healthcare,Single,36,6288,0,USA,1
58,Male,Asian,No HS,Self-Employed,Education,Married,32,7143,140,USA,0
38,Male,Hispanic,Some College,Government,Blue Collar,Married,46,0,0,USA,1
34,Male,Hispanic,HS Grad,Private,Sales,Married,37,0,870,China,1
27,Female,White,HS Grad,Private,Healthcare,Married,24,0,0,USA,0
20,Female,White,HS Grad,Private,Healthcare,Married,46,0,0,USA,1
49,Female,White,Some College,Self-Employed,Blue Collar,Married,45,0,0,USA,0
40,Male,White,No HS,Private,Healthcare,Single,58,9143,0,China,1
24,Female,White,Master's,Private,Management,Married,38,0,0,India,1
24,Male,Asian,HS Grad,Government,Clerical,Married,35,23553,0,USA,1
35,Female,Black,Master's,Private,Blue Collar,Married,40,0,0,USA,1
60,Female,Other,Bachelor's,Private,Sales,Widowed,41,0,1579,Mexico,1
36,Female,White,Bachelor's,Private,Blue Collar,Single,46,0,1004,USA,1
21,Female,White,HS Grad,Private,Management,Single,46,0,0,China,0
37,Male,Black,Associate,Self-Employed,Sales,Divorced,38,0,0,USA,1
36,Male,Asian,Bachelor's,Private,Blue Collar,Married,28,0,0,UK,1
18,Male,White,Some College,Government,Tech,Married,41,0,25,USA,1
39,Male,Hispanic,Some College,Unemployed,Tech,Single,0,0,0,USA,0
37,Male,White,HS Grad,Private,Blue Collar,Divorced,32,0,0,USA,0
48,Female,White,Some College,Private,Sales,Single,49,0,0,USA,0
62,Male,Hispanic,HS Grad,Private,Blue Collar,Married,31,0,0,USA,0
53,Male,Black,Master's,Self-Employed,Sales,Married,39,0,0,USA,0
36,Female,Black,Associate,Private,Education,Married,33,0,0,USA,1
26,Male,Hispanic,No HS,Private,Blue Collar,Single,37,0,0,Mexico,0
70,Female,White,Some College,Private,Education,Married,48,0,0,USA,0
40,Male,Hispanic,Associate,Government,Healthcare,Married,42,0,493,USA,1
40,Female,Black,No HS,Government,Healthcare,Single,42,0,1140,USA,0
39,Male,White,Associate,Private,Management,Widowed,55,0,537,USA,1
42,Male,White,HS Grad,Government,Sales,Single,34,0,0,USA,1
38,Female,Asian,Some College,Government,Blue Collar,Married,46,0,0,USA,1
33,Female,White,Associate,Private,Education,Married,26,0,292,USA,1
33,Male,White,Some College,Private,Management,Married,51,0,0,USA,1
39,Female,White,Some College,Private,Clerical,Single,43,0,0,USA,1
33,Male,Black,Bachelor's,Private,Sales,Married,40,0,16,USA,1
31,Female,White,Some College,Private,Clerical,Divorced,37,0,0,USA,1
41,Female,White,Associate,Government,Healthcare,Married,55,0,0,USA,1
36,Female,Black,Bachelor's,Private,Education,Divorced,46,0,0,USA,1
58,Female,White,HS Grad,Private,Sales,Single,36,0,0,USA,1
18,Female,White,No HS,Self-Employed,Blue Collar,Divorced,32,0,0,Mexico,0
53,Male,Asian,Bachelor's,Private,Management,Single,58,4516,0,USA,1
54,Male,White,Some College,Private,Management,Widowed,35,0,0,USA,0
